community,community_area,population,category,description,total20,total19,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
Irving Park,16,52000,Disorderly Conduct,OBSTRUCTING IDENTIFICATION,1,0,0,0,0,1,6,1,3,7,2.3,NA,NA,-50,30,0,1.9,0,0,0,1.9,11.5,5.8,4.4
Irving Park,16,52000,Disorderly Conduct,OBSTRUCTING JUSTICE,0,1,0,1,0,0,0,1,1,0,0,-100,0,NA,NA,1.9,0,0,1.9,0,0,0,1.9,0
Irving Park,16,52000,Disorderly Conduct,PEEPING TOM,0,1,1,1,1,0,0,0,0,1,0.3,-100,-100,NA,-100,1.9,0,1.9,1.9,1.9,0,0,0,0.6
Irving Park,16,52000,Disorderly Conduct,RECKLESS CONDUCT,3,4,0,1,1,5,3,0,3,9,3,-25,-25,0,0,7.7,5.8,0,1.9,1.9,9.6,5.8,5.8,5.8
Irving Park,16,52000,Disorderly Conduct,RESIST / OBSTRUCT / DISARM OFFICER,1,0,0,1,1,1,1,0,0,3,1,NA,NA,-100,-100,0,1.9,0,1.9,1.9,1.9,1.9,0,1.9
Irving Park,16,52000,Drug Abuse,INTOXICATING COMPOUNDS,1,0,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,1.9,0,0,0,0,1.9,0,0.6
Irving Park,16,52000,Drug Abuse,MANU/DEL:CANNABIS 10GM OR LESS,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,MANU/DEL:CANNABIS OVER 10 GMS,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,MANUFACTURE / DELIVER -  HEROIN (WHITE),1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,6,0,0,2,1,1,0,0,0,2,0.7,NA,NA,NA,-100,0,11.5,0,3.8,1.9,1.9,0,0,1.3
Irving Park,16,52000,Drug Abuse,MANUFACTURE / DELIVER - COCAINE,0,0,0,1,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,1.9,0,0,1.9,1.9,0.6
Irving Park,16,52000,Drug Abuse,MANUFACTURE / DELIVER - METHAMPHETAMINE,0,0,0,0,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,0,3.8,0,0,1.3
Irving Park,16,52000,Drug Abuse,POSS: BARBITUATES,2,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,3.8,3.8,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: CANNABIS 30GMS OR LESS,0,6,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,11.5,0,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: CANNABIS MORE THAN 30GMS,1,10,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,19.2,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: COCAINE,1,7,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,13.5,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: CRACK,0,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.8,0,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: HALLUCINOGENS,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: HEROIN(BRN/TAN),0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: HEROIN(WHITE),0,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.8,0,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: METHAMPHETAMINES,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSS: SYNTHETIC DRUGS,1,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,3.8,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Drug Abuse,POSSESS - AMPHETAMINES,0,0,0,0,1,0,1,0,1,2,0.7,NA,NA,0,43,0,0,0,0,1.9,0,1.9,1.9,1.3
Irving Park,16,52000,Drug Abuse,POSSESS - BARBITURATES,1,0,2,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,1.9,3.8,1.9,0,1.9,0,0,0.6
Irving Park,16,52000,Drug Abuse,POSSESS - CANNABIS 30 GRAMS OR LESS,0,0,3,37,9,1,2,0,1,12,4,NA,NA,-50,-75,0,0,5.8,71.2,17.3,1.9,3.8,1.9,7.7
Irving Park,16,52000,Drug Abuse,POSSESS - CANNABIS MORE THAN 30 GRAMS,2,0,8,13,10,5,3,1,4,18,6,NA,NA,33.3,-33,0,3.8,15.4,25,19.2,9.6,5.8,7.7,11.5
Irving Park,16,52000,Drug Abuse,POSSESS - COCAINE,6,0,4,4,5,7,10,1,11,22,7.3,NA,NA,10,51,0,11.5,7.7,7.7,9.6,13.5,19.2,21.2,14
Irving Park,16,52000,Drug Abuse,POSSESS - CRACK,0,0,0,3,1,1,3,1,3,5,1.7,NA,NA,0,76,0,0,0,5.8,1.9,1.9,5.8,5.8,3.3
Irving Park,16,52000,Drug Abuse,POSSESS - HALLUCINOGENS,0,0,0,0,3,1,0,1,1,4,1.3,NA,NA,NA,-23,0,0,0,0,5.8,1.9,0,1.9,2.5
Irving Park,16,52000,Drug Abuse,POSSESS - HEROIN (TAN / BROWN TAR),0,0,0,0,0,2,1,0,0,3,1,NA,NA,-100,-100,0,0,0,0,0,3.8,1.9,0,1.9
Irving Park,16,52000,Drug Abuse,POSSESS - HEROIN (WHITE),0,0,1,4,0,4,1,1,2,5,1.7,NA,NA,100,18,0,0,1.9,7.7,0,7.7,1.9,3.8,3.3
Irving Park,16,52000,Drug Abuse,POSSESS - METHAMPHETAMINE,1,0,2,1,0,1,3,0,2,4,1.3,NA,NA,-33.3,54,0,1.9,3.8,1.9,0,1.9,5.8,3.8,2.5
Irving Park,16,52000,Drug Abuse,POSSESS - SYNTHETIC DRUGS,3,0,0,0,0,1,1,1,2,2,0.7,NA,NA,100,186,0,5.8,0,0,0,1.9,1.9,3.8,1.3
Irving Park,16,52000,Drug Abuse,POSSESSION OF DRUG EQUIPMENT,0,0,0,0,1,2,0,0,0,3,1,NA,NA,NA,-100,0,0,0,0,1.9,3.8,0,0,1.9
Irving Park,16,52000,Embezzlement,EMBEZZLEMENT,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,1.9,1.9,0.6
Irving Park,16,52000,Forgery & Counterfeiting,COUNTERFEIT CHECK,5,7,0,5,8,5,0,0,0,13,4.3,-100,-100,NA,-100,13.5,9.6,0,9.6,15.4,9.6,0,0,8.3
Irving Park,16,52000,Forgery & Counterfeiting,COUNTERFEITING DOCUMENT,2,8,3,6,7,6,1,0,0,14,4.7,-87.5,-100,-100,-100,15.4,3.8,5.8,11.5,13.5,11.5,1.9,0,9
Irving Park,16,52000,Forgery & Counterfeiting,FORGERY,12,9,5,23,15,8,2,1,1,25,8.3,-77.8,-88.9,-50,-88,17.3,23.1,9.6,44.2,28.8,15.4,3.8,1.9,16
Irving Park,16,52000,Fraud,AGGRAVATED FINANCIAL IDENTITY THEFT,5,1,2,0,0,1,1,0,1,2,0.7,0,0,0,43,1.9,9.6,3.8,0,0,1.9,1.9,1.9,1.3
Irving Park,16,52000,Fraud,ATTEMPT - FINANCIAL IDENTITY THEFT,14,11,9,12,11,1,5,2,4,17,5.7,-54.5,-63.6,-20,-30,21.2,26.9,17.3,23.1,21.2,1.9,9.6,7.7,11
Irving Park,16,52000,Fraud,BOGUS CHECK,2,5,8,12,4,3,2,0,1,9,3,-60,-80,-50,-67,9.6,3.8,15.4,23.1,7.7,5.8,3.8,1.9,5.8
Irving Park,16,52000,Fraud,COMPUTER FRAUD,3,3,2,2,12,7,10,2,10,29,9.7,233.3,233.3,0,3,5.8,5.8,3.8,3.8,23.1,13.5,19.2,19.2,18.7
Irving Park,16,52000,Fraud,CREDIT CARD FRAUD,28,31,22,24,26,20,19,6,21,65,21.7,-38.7,-32.3,10.5,-3,59.6,53.8,42.3,46.2,50,38.5,36.5,40.4,41.7
Irving Park,16,52000,Fraud,CRIMINAL DEFACEMENT,9,23,14,6,9,8,11,1,8,28,9.3,-52.2,-65.2,-27.3,-14,44.2,17.3,26.9,11.5,17.3,15.4,21.2,15.4,17.9
Irving Park,16,52000,Fraud,DECEPTIVE COLLECTION PRACTICES,4,0,0,1,1,1,1,0,1,3,1,NA,NA,0,0,0,7.7,0,1.9,1.9,1.9,1.9,1.9,1.9
Irving Park,16,52000,Fraud,"FALSE INFO - CERTIFICATION, LICENSING CRIMINAL BACKGROUND EM",0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,1.9,1.9,0.6
Irving Park,16,52000,Fraud,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,0,2,2,1,2,3,0,0,0,5,1.7,-100,-100,NA,-100,3.8,0,3.8,1.9,3.8,5.8,0,0,3.3
Irving Park,16,52000,Fraud,FINANCIAL IDENTITY THEFT $300 AND UNDER,94,25,75,21,17,16,26,5,27,59,19.7,4,8,3.8,37,48.1,180.8,144.2,40.4,32.7,30.8,50,51.9,37.9
Irving Park,16,52000,Fraud,FINANCIAL IDENTITY THEFT OVER $ 300,60,49,34,41,54,56,47,13,43,157,52.3,-4.1,-12.2,-8.5,-18,94.2,115.4,65.4,78.8,103.8,107.7,90.4,82.7,100.6
Irving Park,16,52000,Fraud,FRAUD OR CONFIDENCE GAME,34,24,29,38,34,52,46,6,42,132,44,91.7,75,-8.7,-5,46.2,65.4,55.8,73.1,65.4,100,88.5,80.8,84.6
Irving Park,16,52000,Fraud,ILLEGAL POSSESSION CASH CARD,0,0,1,1,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,1.9,1.9,0,0,1.9,1.9,0.6
Irving Park,16,52000,Fraud,ILLEGAL USE CASH CARD,9,15,8,5,20,10,9,4,12,39,13,-40,-20,33.3,-8,28.8,17.3,15.4,9.6,38.5,19.2,17.3,23.1,25
Irving Park,16,52000,Fraud,IMPERSONATION,0,1,0,1,2,0,1,0,1,3,1,0,0,0,0,1.9,0,0,1.9,3.8,0,1.9,1.9,1.9
Irving Park,16,52000,Fraud,STATE BENEFITS FRAUD,0,0,0,0,0,0,7,0,7,7,2.3,NA,NA,0,204,0,0,0,0,0,0,13.5,13.5,4.4
Irving Park,16,52000,Fraud,"THEFT BY LESSEE, MOTOR VEHICLE",0,0,0,4,4,2,4,2,6,10,3.3,NA,NA,50,82,0,0,0,7.7,7.7,3.8,7.7,11.5,6.3
Irving Park,16,52000,Fraud,THEFT OF LABOR / SERVICES,0,0,4,7,5,7,5,0,4,17,5.7,NA,NA,-20,-30,0,0,7.7,13.5,9.6,13.5,9.6,7.7,11
Irving Park,16,52000,Fraud,THEFT OF LABOR/SERVICES,1,11,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,21.2,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Fraud,THEFT OF LOST / MISLAID PROPERTY,0,0,2,4,1,0,2,0,1,3,1,NA,NA,-50,0,0,0,3.8,7.7,1.9,0,3.8,1.9,1.9
Irving Park,16,52000,Fraud,UNAUTHORIZED VIDEOTAPING,0,0,0,1,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,1.9,3.8,0,0,0,1.3
Irving Park,16,52000,Fraud,UNLAWFUL USE OF A COMPUTER,0,0,2,0,0,1,3,0,1,4,1.3,NA,NA,-66.7,-23,0,0,3.8,0,0,1.9,5.8,1.9,2.5
Irving Park,16,52000,Fraud,WIC FRAUD,0,0,0,0,0,0,3,0,3,3,1,NA,NA,0,200,0,0,0,0,0,0,5.8,5.8,1.9
Irving Park,16,52000,Gambling,GAME/AMUSEMENT DEVICE,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Human Trafficking,COMMERCIAL SEX ACTS,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,1.9,1.9,0.6
Irving Park,16,52000,Liquor License,ILLEGAL POSSESSION BY MINOR,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,1.9,0,0,0.6
Irving Park,16,52000,Liquor License,LIQUOR LICENSE VIOLATION,3,2,0,2,1,3,1,5,5,5,1.7,-50,150,400,194,3.8,5.8,0,3.8,1.9,5.8,1.9,9.6,3.3
Irving Park,16,52000,Liquor License,SELL / GIVE / DELIVER LIQUOR TO MINOR,2,0,0,0,3,3,1,0,0,7,2.3,NA,NA,-100,-100,0,3.8,0,0,5.8,5.8,1.9,0,4.4
Irving Park,16,52000,Liquor License,SELL/GIVE/DEL LIQUOR TO MINOR,1,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,3.8,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,ABUSE / NEGLECT - CARE FACILITY,0,0,0,0,2,0,1,0,1,3,1,NA,NA,0,0,0,0,0,0,3.8,0,1.9,1.9,1.9
Irving Park,16,52000,Misc Non-Index Offense,ABUSE/NEGLECT: CARE FACILITY,1,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,ANIMAL ABUSE / NEGLECT,0,0,0,2,2,2,2,0,2,6,2,NA,NA,0,0,0,0,0,3.8,3.8,3.8,3.8,3.8,3.8
Irving Park,16,52000,Misc Non-Index Offense,ANIMAL ABUSE/NEGLECT,1,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.8,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,ARSON THREAT,0,1,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,1.9,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,BOMB THREAT,2,1,0,1,2,1,1,0,0,4,1.3,0,-100,-100,-100,1.9,3.8,0,1.9,3.8,1.9,1.9,0,2.5
Irving Park,16,52000,Misc Non-Index Offense,CHILD ABANDONMENT,0,1,0,1,1,1,0,0,0,2,0.7,-100,-100,NA,-100,1.9,0,0,1.9,1.9,1.9,0,0,1.3
Irving Park,16,52000,Misc Non-Index Offense,ENDANGERING LIFE / HEALTH OF CHILD,4,0,2,2,1,1,0,0,0,2,0.7,NA,NA,NA,-100,0,7.7,3.8,3.8,1.9,1.9,0,0,1.3
Irving Park,16,52000,Misc Non-Index Offense,EXTORTION,2,0,3,2,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,3.8,5.8,3.8,3.8,0,0,0,1.3
Irving Park,16,52000,Misc Non-Index Offense,FALSE / STOLEN / ALTERED TRP,1,0,1,39,22,27,31,5,25,80,26.7,NA,NA,-19.4,-6,0,1.9,1.9,75,42.3,51.9,59.6,48.1,51.3
Irving Park,16,52000,Misc Non-Index Offense,FALSE/STOLEN/ALTERED TRP,0,6,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,11.5,0,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,FORFEIT PROPERTY,1,2,0,2,1,0,0,0,0,1,0.3,-100,-100,NA,-100,3.8,1.9,0,3.8,1.9,0,0,0,0.6
Irving Park,16,52000,Misc Non-Index Offense,FOUND SUSPECT NARCOTICS,3,5,4,2,3,6,7,0,5,16,5.3,40,0,-28.6,-6,9.6,5.8,7.7,3.8,5.8,11.5,13.5,9.6,10.2
Irving Park,16,52000,Misc Non-Index Offense,GUN OFFENDER - ANNUAL REGISTRATION,0,0,1,0,0,1,4,0,3,5,1.7,NA,NA,-25,76,0,0,1.9,0,0,1.9,7.7,5.8,3.3
Irving Park,16,52000,Misc Non-Index Offense,GUN OFFENDER - DUTY TO REGISTER,0,0,0,0,0,2,2,0,2,4,1.3,NA,NA,0,54,0,0,0,0,0,3.8,3.8,3.8,2.5
Irving Park,16,52000,Misc Non-Index Offense,HARASSMENT BY ELECTRONIC MEANS,30,36,28,30,29,33,34,7,37,96,32,-5.6,2.8,8.8,16,69.2,57.7,53.8,57.7,55.8,63.5,65.4,71.2,61.5
Irving Park,16,52000,Misc Non-Index Offense,HARASSMENT BY TELEPHONE,32,39,36,30,38,35,30,9,29,103,34.3,-23.1,-25.6,-3.3,-15,75,61.5,69.2,57.7,73.1,67.3,57.7,55.8,66
Irving Park,16,52000,Misc Non-Index Offense,INTERFERE WITH EMERGENCY EQUIPMENT,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,1.9,0,0,0,0.6
Irving Park,16,52000,Misc Non-Index Offense,INTERFERENCE JUDICIAL PROCESS,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1.9,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,INTIMIDATION,0,2,1,0,1,1,3,2,4,5,1.7,50,100,33.3,135,3.8,0,1.9,0,1.9,1.9,5.8,7.7,3.3
Irving Park,16,52000,Misc Non-Index Offense,LICENSE VIOLATION,1,2,3,4,3,6,10,2,7,19,6.3,400,250,-30,11,3.8,1.9,5.8,7.7,5.8,11.5,19.2,13.5,12.1
Irving Park,16,52000,Misc Non-Index Offense,OTHER ARSON/EXPLOSIVE INCIDENT,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,OTHER CRIME AGAINST PERSON,5,4,1,6,4,2,1,0,1,7,2.3,-75,-75,0,-57,7.7,9.6,1.9,11.5,7.7,3.8,1.9,1.9,4.4
Irving Park,16,52000,Misc Non-Index Offense,OTHER CRIME INVOLVING PROPERTY,4,3,3,1,2,2,2,1,2,6,2,-33.3,-33.3,0,0,5.8,7.7,5.8,1.9,3.8,3.8,3.8,3.8,3.8
Irving Park,16,52000,Misc Non-Index Offense,OTHER OFFENSE,5,1,5,3,2,1,1,0,0,4,1.3,0,-100,-100,-100,1.9,9.6,9.6,5.8,3.8,1.9,1.9,0,2.5
Irving Park,16,52000,Misc Non-Index Offense,OTHER VEHICLE OFFENSE,4,9,1,9,11,4,8,1,5,23,7.7,-11.1,-44.4,-37.5,-35,17.3,7.7,1.9,17.3,21.2,7.7,15.4,9.6,14.8
Irving Park,16,52000,Misc Non-Index Offense,OTHER VIOLATION,0,1,2,1,0,2,1,0,0,3,1,0,-100,-100,-100,1.9,0,3.8,1.9,0,3.8,1.9,0,1.9
Irving Park,16,52000,Misc Non-Index Offense,OTHER WEAPONS VIOLATION,0,1,1,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,1.9,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,SEX OFFENDER - FAIL TO REGISTER,0,0,0,0,1,1,1,0,1,3,1,NA,NA,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9
Irving Park,16,52000,Misc Non-Index Offense,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,0,0,0,0,0,2,3,0,3,5,1.7,NA,NA,0,76,0,0,0,0,0,3.8,5.8,5.8,3.3
Irving Park,16,52000,Misc Non-Index Offense,SEX OFFENDER: FAIL REG NEW ADD,0,5,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,9.6,0,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,TAMPER WITH MOTOR VEHICLE,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,TELEPHONE THREAT,37,31,52,35,35,38,33,5,29,106,35.3,6.5,-6.5,-12.1,-18,59.6,71.2,100,67.3,67.3,73.1,63.5,55.8,67.9
Irving Park,16,52000,Misc Non-Index Offense,TIRE DEFLATION DEVICE DEPLOYMENT,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1.9,0
Irving Park,16,52000,Misc Non-Index Offense,TO LAND,12,19,18,14,28,29,27,3,22,84,28,42.1,15.8,-18.5,-21,36.5,23.1,34.6,26.9,53.8,55.8,51.9,42.3,53.8
Irving Park,16,52000,Misc Non-Index Offense,TO RESIDENCE,18,17,12,15,21,14,13,2,12,48,16,-23.5,-29.4,-7.7,-25,32.7,34.6,23.1,28.8,40.4,26.9,25,23.1,30.8
Irving Park,16,52000,Misc Non-Index Offense,TO STATE SUP LAND,2,2,0,1,0,0,1,0,1,1,0.3,-50,-50,0,233,3.8,3.8,0,1.9,0,0,1.9,1.9,0.6
Irving Park,16,52000,Misc Non-Index Offense,TO VEHICLE,12,22,9,9,7,11,7,3,9,25,8.3,-68.2,-59.1,28.6,8,42.3,23.1,17.3,17.3,13.5,21.2,13.5,17.3,16
Irving Park,16,52000,Misc Non-Index Offense,UNAUTH VIDEO RECORD/TRANSMIT LIVE VIDEO UNDER/THRU CLOTHES,0,0,0,0,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,0,0,0,1.9,0,0.6
Irving Park,16,52000,Misc Non-Index Offense,UNLAWFUL INTERFERE/VISITATION,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,VEHICLE TITLE / REGISTRATION OFFENSE,1,0,1,24,9,20,34,12,39,63,21,NA,NA,14.7,86,0,1.9,1.9,46.2,17.3,38.5,65.4,75,40.4
Irving Park,16,52000,Misc Non-Index Offense,VEHICLE TITLE/REG OFFENSE,0,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.8,0,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,VIO BAIL BOND: DOM VIOLENCE,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,VIOLATE ORDER OF PROTECTION,22,23,27,29,24,45,45,5,41,114,38,95.7,78.3,-8.9,8,44.2,42.3,51.9,55.8,46.2,86.5,86.5,78.8,73.1
Irving Park,16,52000,Misc Non-Index Offense,VIOLATION GPS MONITORING DEVICE,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1.9,0,1.9,0,0,0,0,0
Irving Park,16,52000,Misc Non-Index Offense,VIOLATION OF CIVIL NO CONTACT ORDER,0,4,3,2,5,0,3,0,3,8,2.7,-25,-25,0,11,7.7,0,5.8,3.8,9.6,0,5.8,5.8,5.2
Irving Park,16,52000,Misc Non-Index Offense,VIOLATION OF STALKING NO CONTACT ORDER,1,0,5,0,5,2,0,0,0,7,2.3,NA,NA,NA,-100,0,1.9,9.6,0,9.6,3.8,0,0,4.4
Irving Park,16,52000,Misc Non-Index Offense,VIOLATION OF SUMMARY CLOSURE,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,1.9,0,0,0.6
Irving Park,16,52000,Misc Non-Index Offense,VIOLENT OFFENDER - DUTY TO REGISTER,0,0,0,0,0,1,0,1,1,1,0.3,NA,NA,NA,233,0,0,0,0,0,1.9,0,1.9,0.6
Irving Park,16,52000,Misc Non-Index Offense,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,0,0,0,0,0,0,1,1,2,1,0.3,NA,NA,100,567,0,0,0,0,0,0,1.9,3.8,0.6
Irving Park,16,52000,Misc Non-Index Offense,VIOLENT OFFENDER: ANNUAL REGISTRATION,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Motor Vehicle Theft,ATT: AUTOMOBILE,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
Irving Park,16,52000,Motor Vehicle Theft,ATTEMPT - AUTOMOBILE,1,0,1,16,72,45,14,2,10,131,43.7,NA,NA,-28.6,-77,0,1.9,1.9,30.8,138.5,86.5,26.9,19.2,84
Irving Park,16,52000,Motor Vehicle Theft,"ATTEMPT - TRUCK, BUS, MOTOR HOME",0,0,0,0,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,3.8,0,0,0,1.3
Irving Park,16,52000,Motor Vehicle Theft,AUTOMOBILE,103,89,96,156,210,150,124,32,122,484,161.3,39.3,37.1,-1.6,-24,171.2,198.1,184.6,300,403.8,288.5,238.5,234.6,310.2
Irving Park,16,52000,Motor Vehicle Theft,"CYCLE, SCOOTER, BIKE NO VIN",0,0,0,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,1.9,0,1.9,0,0,0.6
Irving Park,16,52000,Motor Vehicle Theft,"CYCLE, SCOOTER, BIKE W-VIN",0,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.8,0,0,0,0,0,0,0,0
Irving Park,16,52000,Motor Vehicle Theft,"CYCLE, SCOOTER, BIKE WITH VIN",5,1,2,9,4,7,2,0,2,13,4.3,100,100,0,-53,1.9,9.6,3.8,17.3,7.7,13.5,3.8,3.8,8.3
Irving Park,16,52000,Motor Vehicle Theft,THEFT / RECOVERY - AUTOMOBILE,3,0,1,6,27,32,9,1,9,68,22.7,NA,NA,0,-60,0,5.8,1.9,11.5,51.9,61.5,17.3,17.3,43.7
Irving Park,16,52000,Motor Vehicle Theft,"THEFT / RECOVERY - CYCLE, SCOOTER, BIKE WITH VIN",1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1.9,0,0,0,0,0,0,0
Irving Park,16,52000,Motor Vehicle Theft,THEFT/RECOVERY: AUTOMOBILE,3,3,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.8,5.8,0,0,0,0,0,0,0
Irving Park,16,52000,Motor Vehicle Theft,"TRUCK, BUS, MOTOR HOME",1,4,0,0,2,2,0,1,1,4,1.3,-100,-75,NA,-23,7.7,1.9,0,0,3.8,3.8,0,1.9,2.5
Irving Park,16,52000,Murder,FIRST DEGREE MURDER,2,3,2,3,2,2,1,0,1,5,1.7,-66.7,-66.7,0,-41,5.8,3.8,3.8,5.8,3.8,3.8,1.9,1.9,3.3
Irving Park,16,52000,Obscenity,DISTRIBUTION PHOTOGRAPH DEPICTING SEX ORGANS OF CHILD,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,1.9,0,0,0.6
Irving Park,16,52000,Offenses Against Family,AGG CRIM SEX ABUSE FAM MEMBER,0,4,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,7.7,0,0,0,0,0,0,0,0
Irving Park,16,52000,Offenses Against Family,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,1,0,1,2,4,3,2,0,1,9,3,NA,NA,-50,-67,0,1.9,1.9,3.8,7.7,5.8,3.8,1.9,5.8
Irving Park,16,52000,Offenses Against Family,CHILD ABDUCTION,0,1,0,0,0,1,0,0,0,1,0.3,-100,-100,NA,-100,1.9,0,0,0,0,1.9,0,0,0.6
Irving Park,16,52000,Offenses Against Family,CHILD ABDUCTION/STRANGER,0,1,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,0,0,0,0,0,0,0
