community,community_area,population,category,total19,total20,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
Logan Square,22,72000,Disorderly Conduct,24,17,7,10,9,14,12,0,11,35,11.7,-50,-54.2,-8.3,-6,33.3,23.6,9.7,13.9,12.5,19.4,16.7,15.3,16.2
Logan Square,22,72000,Drug Abuse,58,48,38,24,26,22,27,1,27,75,25,-53.4,-53.4,0,8,80.6,66.7,52.8,33.3,36.1,30.6,37.5,37.5,34.7
Logan Square,22,72000,Embezzlement,1,0,0,0,1,0,0,0,0,1,0.3,-100,-100,NA,-100,1.4,0,0,0,1.4,0,0,0,0.4
Logan Square,22,72000,Forgery & Counterfeiting,30,23,11,21,21,17,7,1,7,45,15,-76.7,-76.7,0,-53,41.7,31.9,15.3,29.2,29.2,23.6,9.7,9.7,20.8
Logan Square,22,72000,Fraud,441,363,355,319,363,306,302,19,295,971,323.7,-31.5,-33.1,-2.3,-9,612.5,504.2,493.1,443.1,504.2,425,419.4,409.7,449.6
Logan Square,22,72000,Gambling,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,1.4,0,0,0.4
Logan Square,22,72000,Human Trafficking,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.4,0,0,0,0,0,0,0,0
Logan Square,22,72000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Logan Square,22,72000,Liquor License,13,1,9,2,6,4,7,1,8,17,5.7,-46.2,-38.5,14.3,40,18.1,1.4,12.5,2.8,8.3,5.6,9.7,11.1,7.9
Logan Square,22,72000,Misc Non-Index Offense,413,302,340,336,317,367,365,22,354,1049,349.7,-11.6,-14.3,-3,1,573.6,419.4,472.2,466.7,440.3,509.7,506.9,491.7,485.7
Logan Square,22,72000,Motor Vehicle Theft,172,161,123,340,594,517,282,31,286,1393,464.3,64,66.3,1.4,-38,238.9,223.6,170.8,472.2,825,718.1,391.7,397.2,644.9
Logan Square,22,72000,Murder,4,5,7,8,4,3,2,0,2,9,3,-50,-50,0,-33,5.6,6.9,9.7,11.1,5.6,4.2,2.8,2.8,4.2
Logan Square,22,72000,Obscenity,0,0,0,0,0,1,1,0,1,2,0.7,NA,NA,0,43,0,0,0,0,0,1.4,1.4,1.4,1
Logan Square,22,72000,Offenses Against Family,20,13,13,19,10,9,7,0,7,26,8.7,-65,-65,0,-20,27.8,18.1,18.1,26.4,13.9,12.5,9.7,9.7,12.1
Logan Square,22,72000,Prostitution,2,1,0,0,1,0,1,0,1,2,0.7,-50,-50,0,43,2.8,1.4,0,0,1.4,0,1.4,1.4,1
Logan Square,22,72000,Robbery,135,126,139,200,368,187,108,4,98,663,221,-20,-27.4,-9.3,-56,187.5,175,193.1,277.8,511.1,259.7,150,136.1,306.9
Logan Square,22,72000,Simple Assault,199,169,198,193,228,208,227,13,221,663,221,14.1,11.1,-2.6,0,276.4,234.7,275,268.1,316.7,288.9,315.3,306.9,306.9
Logan Square,22,72000,Simple Battery,537,496,461,429,556,583,462,40,473,1601,533.7,-14,-11.9,2.4,-11,745.8,688.9,640.3,595.8,772.2,809.7,641.7,656.9,741.3
Logan Square,22,72000,Stolen Property,0,3,0,1,0,1,1,0,1,2,0.7,NA,NA,0,43,0,4.2,0,1.4,0,1.4,1.4,1.4,1
Logan Square,22,72000,Theft,1285,848,701,826,1023,1483,1314,89,1284,3820,1273.3,2.3,-0.1,-2.3,1,1784.7,1177.8,973.6,1147.2,1420.8,2059.7,1825,1783.3,1768.5
Logan Square,22,72000,Theft Over $500,539,359,347,516,717,601,329,18,333,1647,549,-39,-38.2,1.2,-39,748.6,498.6,481.9,716.7,995.8,834.7,456.9,462.5,762.5
Logan Square,22,72000,Vandalism,479,369,424,442,544,530,485,32,493,1559,519.7,1.3,2.9,1.6,-5,665.3,512.5,588.9,613.9,755.6,736.1,673.6,684.7,721.8
Logan Square,22,72000,Weapons Violation,54,74,54,49,56,61,46,1,43,163,54.3,-14.8,-20.4,-6.5,-21,75,102.8,75,68.1,77.8,84.7,63.9,59.7,75.4
Humboldt Park,23,54000,Aggravated Assault,170,190,212,176,228,222,164,11,163,614,204.7,-3.5,-4.1,-0.6,-20,314.8,351.9,392.6,325.9,422.2,411.1,303.7,301.9,379.1
Humboldt Park,23,54000,Aggravated Battery,290,315,255,249,217,256,193,17,196,666,222,-33.4,-32.4,1.6,-12,537,583.3,472.2,461.1,401.9,474.1,357.4,363,411.1
Humboldt Park,23,54000,Arson,26,25,25,13,19,20,10,1,11,49,16.3,-61.5,-57.7,10,-33,48.1,46.3,46.3,24.1,35.2,37,18.5,20.4,30.2
Humboldt Park,23,54000,Burglary,247,222,236,157,134,203,177,13,185,514,171.3,-28.3,-25.1,4.5,8,457.4,411.1,437,290.7,248.1,375.9,327.8,342.6,317.2
Humboldt Park,23,54000,Criminal Sexual Abuse,36,31,31,30,42,44,39,2,38,125,41.7,8.3,5.6,-2.6,-9,66.7,57.4,57.4,55.6,77.8,81.5,72.2,70.4,77.2
Humboldt Park,23,54000,Criminal Sexual Assault,61,44,37,49,44,43,45,4,45,132,44,-26.2,-26.2,0,2,113,81.5,68.5,90.7,81.5,79.6,83.3,83.3,81.5
Humboldt Park,23,54000,Disorderly Conduct,137,50,28,19,41,42,62,4,62,145,48.3,-54.7,-54.7,0,28,253.7,92.6,51.9,35.2,75.9,77.8,114.8,114.8,89.4
Humboldt Park,23,54000,Drug Abuse,1674,917,767,520,744,1002,1060,89,1004,2806,935.3,-36.7,-40,-5.3,7,3100,1698.1,1420.4,963,1377.8,1855.6,1963,1859.3,1732
Humboldt Park,23,54000,Embezzlement,0,0,0,0,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,3.7,0,0,0,1.3
Humboldt Park,23,54000,Forgery & Counterfeiting,33,21,18,33,31,43,25,3,26,99,33,-24.2,-21.2,4,-21,61.1,38.9,33.3,61.1,57.4,79.6,46.3,48.1,61.1
Humboldt Park,23,54000,Fraud,268,273,261,282,242,241,226,22,235,709,236.3,-15.7,-12.3,4,-1,496.3,505.6,483.3,522.2,448.1,446.3,418.5,435.2,437.6
Humboldt Park,23,54000,Gambling,11,6,0,0,1,1,2,0,2,4,1.3,-81.8,-81.8,0,54,20.4,11.1,0,0,1.9,1.9,3.7,3.7,2.4
Humboldt Park,23,54000,Human Trafficking,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1.9,0,1.9,0,0,0,0,0
Humboldt Park,23,54000,Involuntary Manslaughter,1,0,1,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.9,0,1.9,0,0,0,0,0,0
Humboldt Park,23,54000,Liquor License,5,4,3,3,4,3,3,0,3,10,3.3,-40,-40,0,-9,9.3,7.4,5.6,5.6,7.4,5.6,5.6,5.6,6.1
Humboldt Park,23,54000,Misc Non-Index Offense,876,619,543,619,672,714,616,48,590,2002,667.3,-29.7,-32.6,-4.2,-12,1622.2,1146.3,1005.6,1146.3,1244.4,1322.2,1140.7,1092.6,1235.7
Humboldt Park,23,54000,Motor Vehicle Theft,247,295,219,529,736,517,392,48,411,1645,548.3,58.7,66.4,4.8,-25,457.4,546.3,405.6,979.6,1363,957.4,725.9,761.1,1015.4
Humboldt Park,23,54000,Murder,28,43,34,23,22,17,18,1,18,57,19,-35.7,-35.7,0,-5,51.9,79.6,63,42.6,40.7,31.5,33.3,33.3,35.2
Humboldt Park,23,54000,Obscenity,0,0,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,0,0,0,1.9,1.9,0.6
Humboldt Park,23,54000,Offenses Against Family,39,27,31,30,30,28,27,4,29,85,28.3,-30.8,-25.6,7.4,2,72.2,50,57.4,55.6,55.6,51.9,50,53.7,52.4
Humboldt Park,23,54000,Prostitution,26,6,5,8,2,9,4,1,3,15,5,-84.6,-88.5,-25,-40,48.1,11.1,9.3,14.8,3.7,16.7,7.4,5.6,9.3
Humboldt Park,23,54000,Robbery,215,287,237,363,566,343,176,12,161,1085,361.7,-18.1,-25.1,-8.5,-55,398.1,531.5,438.9,672.2,1048.1,635.2,325.9,298.1,669.8
Humboldt Park,23,54000,Simple Assault,393,328,364,367,353,405,341,25,347,1099,366.3,-13.2,-11.7,1.8,-5,727.8,607.4,674.1,679.6,653.7,750,631.5,642.6,678.3
Humboldt Park,23,54000,Simple Battery,1233,1013,923,914,1014,1046,978,73,985,3038,1012.7,-20.7,-20.1,0.7,-3,2283.3,1875.9,1709.3,1692.6,1877.8,1937,1811.1,1824.1,1875.4
Humboldt Park,23,54000,Stolen Property,1,1,0,7,13,5,6,0,4,24,8,500,300,-33.3,-50,1.9,1.9,0,13,24.1,9.3,11.1,7.4,14.8
Humboldt Park,23,54000,Theft,808,677,514,520,596,687,679,40,662,1962,654,-16,-18.1,-2.5,1,1496.3,1253.7,951.9,963,1103.7,1272.2,1257.4,1225.9,1211.1
Humboldt Park,23,54000,Theft Over $500,264,222,280,350,347,256,213,16,214,816,272,-19.3,-18.9,0.5,-21,488.9,411.1,518.5,648.1,642.6,474.1,394.4,396.3,503.7
Humboldt Park,23,54000,Vandalism,678,709,721,627,630,623,519,44,511,1772,590.7,-23.5,-24.6,-1.5,-13,1255.6,1313,1335.2,1161.1,1166.7,1153.7,961.1,946.3,1093.9
Humboldt Park,23,54000,Weapons Violation,255,323,333,265,261,275,158,13,160,694,231.3,-38,-37.3,1.3,-31,472.2,598.1,616.7,490.7,483.3,509.3,292.6,296.3,428.3
West Town,24,88000,Aggravated Assault,103,83,131,128,139,126,113,7,115,378,126,9.7,11.7,1.8,-9,117,94.3,148.9,145.5,158,143.2,128.4,130.7,143.2
West Town,24,88000,Aggravated Battery,126,98,109,102,107,138,116,7,119,361,120.3,-7.9,-5.6,2.6,-1,143.2,111.4,123.9,115.9,121.6,156.8,131.8,135.2,136.7
West Town,24,88000,Arson,8,8,8,10,10,4,6,0,6,20,6.7,-25,-25,0,-10,9.1,9.1,9.1,11.4,11.4,4.5,6.8,6.8,7.6
West Town,24,88000,Burglary,383,296,253,310,341,467,529,43,548,1337,445.7,38.1,43.1,3.6,23,435.2,336.4,287.5,352.3,387.5,530.7,601.1,622.7,506.5
West Town,24,88000,Criminal Sexual Abuse,42,32,32,46,51,35,40,2,39,126,42,-4.8,-7.1,-2.5,-7,47.7,36.4,36.4,52.3,58,39.8,45.5,44.3,47.7
West Town,24,88000,Criminal Sexual Assault,49,31,44,35,46,32,45,8,51,123,41,-8.2,4.1,13.3,24,55.7,35.2,50,39.8,52.3,36.4,51.1,58,46.6
West Town,24,88000,Disorderly Conduct,31,11,16,14,17,20,24,0,21,61,20.3,-22.6,-32.3,-12.5,3,35.2,12.5,18.2,15.9,19.3,22.7,27.3,23.9,23.1
West Town,24,88000,Drug Abuse,67,35,49,57,47,48,37,1,37,132,44,-44.8,-44.8,0,-16,76.1,39.8,55.7,64.8,53.4,54.5,42,42,50
West Town,24,88000,Embezzlement,2,0,1,3,3,2,2,0,2,7,2.3,0,0,0,-13,2.3,0,1.1,3.4,3.4,2.3,2.3,2.3,2.6
West Town,24,88000,Forgery & Counterfeiting,53,19,27,34,41,19,13,0,12,73,24.3,-75.5,-77.4,-7.7,-51,60.2,21.6,30.7,38.6,46.6,21.6,14.8,13.6,27.6
West Town,24,88000,Fraud,672,497,456,495,508,470,494,27,482,1472,490.7,-26.5,-28.3,-2.4,-2,763.6,564.8,518.2,562.5,577.3,534.1,561.4,547.7,557.6
West Town,24,88000,Gambling,0,0,1,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,1.1,0,0,1.1,0,0,0.3
West Town,24,88000,Human Trafficking,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,1.1,0,0,0.3
West Town,24,88000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Town,24,88000,Liquor License,5,10,13,15,10,10,12,0,10,32,10.7,140,100,-16.7,-7,5.7,11.4,14.8,17,11.4,11.4,13.6,11.4,12.2
West Town,24,88000,Misc Non-Index Offense,461,337,367,492,470,489,465,40,462,1424,474.7,0.9,0.2,-0.6,-3,523.9,383,417,559.1,534.1,555.7,528.4,525,539.4
West Town,24,88000,Motor Vehicle Theft,236,306,386,627,1049,1059,680,69,701,2788,929.3,188.1,197,3.1,-25,268.2,347.7,438.6,712.5,1192,1203.4,772.7,796.6,1056
West Town,24,88000,Murder,5,12,10,10,5,3,3,0,3,11,3.7,-40,-40,0,-19,5.7,13.6,11.4,11.4,5.7,3.4,3.4,3.4,4.2
West Town,24,88000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Town,24,88000,Offenses Against Family,10,9,11,8,10,9,9,0,8,28,9.3,-10,-20,-11.1,-14,11.4,10.2,12.5,9.1,11.4,10.2,10.2,9.1,10.6
West Town,24,88000,Prostitution,11,3,2,0,0,2,1,1,2,3,1,-90.9,-81.8,100,100,12.5,3.4,2.3,0,0,2.3,1.1,2.3,1.1
West Town,24,88000,Robbery,241,243,361,407,506,313,175,13,146,994,331.3,-27.4,-39.4,-16.6,-56,273.9,276.1,410.2,462.5,575,355.7,198.9,165.9,376.5
West Town,24,88000,Simple Assault,335,245,262,284,344,353,289,22,295,986,328.7,-13.7,-11.9,2.1,-10,380.7,278.4,297.7,322.7,390.9,401.1,328.4,335.2,373.5
West Town,24,88000,Simple Battery,835,532,596,668,744,774,665,48,681,2183,727.7,-20.4,-18.4,2.4,-6,948.9,604.5,677.3,759.1,845.5,879.5,755.7,773.9,826.9
West Town,24,88000,Stolen Property,1,9,2,1,2,1,2,0,2,5,1.7,100,100,0,18,1.1,10.2,2.3,1.1,2.3,1.1,2.3,2.3,1.9
West Town,24,88000,Theft,1916,1269,1128,1444,1398,1677,1617,114,1574,4692,1564,-15.6,-17.8,-2.7,1,2177.3,1442,1281.8,1640.9,1588.6,1905.7,1837.5,1788.6,1777.3
West Town,24,88000,Theft Over $500,899,561,762,1238,1112,984,656,43,646,2752,917.3,-27,-28.1,-1.5,-30,1021.6,637.5,865.9,1406.8,1263.6,1118.2,745.5,734.1,1042.4
West Town,24,88000,Vandalism,749,561,542,720,960,876,782,50,783,2618,872.7,4.4,4.5,0.1,-10,851.1,637.5,615.9,818.2,1090.9,995.5,888.6,889.8,991.7
West Town,24,88000,Weapons Violation,70,75,85,109,99,91,68,3,69,258,86,-2.9,-1.4,1.5,-20,79.5,85.2,96.6,123.9,112.5,103.4,77.3,78.4,97.7
Austin,25,97000,Aggravated Assault,463,483,470,471,512,513,458,28,459,1483,494.3,-1.1,-0.9,0.2,-7,477.3,497.9,484.5,485.6,527.8,528.9,472.2,473.2,509.6
Austin,25,97000,Aggravated Battery,617,709,597,459,548,559,521,36,527,1628,542.7,-15.6,-14.6,1.2,-3,636.1,730.9,615.5,473.2,564.9,576.3,537.1,543.3,559.5
Austin,25,97000,Arson,33,56,43,31,40,30,32,0,28,102,34,-3,-15.2,-12.5,-18,34,57.7,44.3,32,41.2,30.9,33,28.9,35.1
Austin,25,97000,Burglary,415,402,317,271,252,327,371,26,374,950,316.7,-10.6,-9.9,0.8,18,427.8,414.4,326.8,279.4,259.8,337.1,382.5,385.6,326.5
Austin,25,97000,Criminal Sexual Abuse,68,66,63,56,81,51,61,5,59,193,64.3,-10.3,-13.2,-3.3,-8,70.1,68,64.9,57.7,83.5,52.6,62.9,60.8,66.3
Austin,25,97000,Criminal Sexual Assault,115,99,88,105,106,115,110,5,106,331,110.3,-4.3,-7.8,-3.6,-4,118.6,102.1,90.7,108.2,109.3,118.6,113.4,109.3,113.7
Austin,25,97000,Disorderly Conduct,171,71,45,49,57,52,61,8,67,170,56.7,-64.3,-60.8,9.8,18,176.3,73.2,46.4,50.5,58.8,53.6,62.9,69.1,58.5
Austin,25,97000,Drug Abuse,1071,517,408,434,389,568,763,58,701,1720,573.3,-28.8,-34.5,-8.1,22,1104.1,533,420.6,447.4,401,585.6,786.6,722.7,591
Austin,25,97000,Embezzlement,2,2,0,0,0,1,0,0,0,1,0.3,-100,-100,NA,-100,2.1,2.1,0,0,0,1,0,0,0.3
Austin,25,97000,Forgery & Counterfeiting,69,32,41,109,97,82,39,1,37,218,72.7,-43.5,-46.4,-5.1,-49,71.1,33,42.3,112.4,100,84.5,40.2,38.1,74.9
Austin,25,97000,Fraud,688,761,758,571,518,522,452,21,437,1492,497.3,-34.3,-36.5,-3.3,-12,709.3,784.5,781.4,588.7,534,538.1,466,450.5,512.7
Austin,25,97000,Gambling,15,2,1,2,1,1,0,0,0,2,0.7,-100,-100,NA,-100,15.5,2.1,1,2.1,1,1,0,0,0.7
Austin,25,97000,Human Trafficking,1,0,1,0,1,3,2,0,1,6,2,100,0,-50,-50,1,0,1,0,1,3.1,2.1,1,2.1
Austin,25,97000,Involuntary Manslaughter,1,0,1,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1,0,1,0,0,0,0,0,0
Austin,25,97000,Liquor License,2,3,9,3,9,5,8,0,7,22,7.3,300,250,-12.5,-4,2.1,3.1,9.3,3.1,9.3,5.2,8.2,7.2,7.5
Austin,25,97000,Misc Non-Index Offense,1530,1132,1117,1119,1146,1195,1225,91,1193,3566,1188.7,-19.9,-22,-2.6,0,1577.3,1167,1151.5,1153.6,1181.4,1232,1262.9,1229.9,1225.5
Austin,25,97000,Motor Vehicle Theft,646,708,601,1348,1360,1020,823,71,805,3203,1067.7,27.4,24.6,-2.2,-25,666,729.9,619.6,1389.7,1402.1,1051.5,848.5,829.9,1100.7
Austin,25,97000,Murder,53,83,71,50,48,49,45,3,44,142,47.3,-15.1,-17,-2.2,-7,54.6,85.6,73.2,51.5,49.5,50.5,46.4,45.4,48.8
Austin,25,97000,Obscenity,0,0,0,0,0,0,2,0,2,2,0.7,NA,NA,0,186,0,0,0,0,0,0,2.1,2.1,0.7
Austin,25,97000,Offenses Against Family,80,53,56,56,44,56,35,2,34,135,45,-56.2,-57.5,-2.9,-24,82.5,54.6,57.7,57.7,45.4,57.7,36.1,35.1,46.4
Austin,25,97000,Prostitution,161,54,27,98,97,110,53,2,53,260,86.7,-67.1,-67.1,0,-39,166,55.7,27.8,101,100,113.4,54.6,54.6,89.4
Austin,25,97000,Robbery,605,675,528,516,720,625,353,31,354,1698,566,-41.7,-41.5,0.3,-37,623.7,695.9,544.3,532,742.3,644.3,363.9,364.9,583.5
Austin,25,97000,Simple Assault,843,737,734,749,734,846,726,59,727,2306,768.7,-13.9,-13.8,0.1,-5,869.1,759.8,756.7,772.2,756.7,872.2,748.5,749.5,792.5
Austin,25,97000,Simple Battery,2864,2451,2062,1926,2023,2280,2094,155,2086,6397,2132.3,-26.9,-27.2,-0.4,-2,2952.6,2526.8,2125.8,1985.6,2085.6,2350.5,2158.8,2150.5,2198.2
Austin,25,97000,Stolen Property,4,1,1,2,1,6,6,0,5,13,4.3,50,25,-16.7,16,4.1,1,1,2.1,1,6.2,6.2,5.2,4.4
Austin,25,97000,Theft,1779,1151,1031,1192,1151,1411,1491,76,1412,4053,1351,-16.2,-20.6,-5.3,5,1834,1186.6,1062.9,1228.9,1186.6,1454.6,1537.1,1455.7,1392.8
Austin,25,97000,Theft Over $500,571,461,496,635,710,659,468,26,445,1837,612.3,-18,-22.1,-4.9,-27,588.7,475.3,511.3,654.6,732,679.4,482.5,458.8,631.2
Austin,25,97000,Vandalism,1482,1453,1446,1477,1451,1364,1222,102,1240,4037,1345.7,-17.5,-16.3,1.5,-8,1527.8,1497.9,1490.7,1522.7,1495.9,1406.2,1259.8,1278.4,1387.3
Austin,25,97000,Weapons Violation,435,598,682,562,597,501,326,12,314,1424,474.7,-25.1,-27.8,-3.7,-34,448.5,616.5,703.1,579.4,615.5,516.5,336.1,323.7,489.4
West Garfield Park,26,17000,Aggravated Assault,121,144,153,123,130,149,122,4,118,401,133.7,0.8,-2.5,-3.3,-12,711.8,847.1,900,723.5,764.7,876.5,717.6,694.1,786.5
West Garfield Park,26,17000,Aggravated Battery,306,344,312,236,228,207,183,8,174,618,206,-40.2,-43.1,-4.9,-16,1800,2023.5,1835.3,1388.2,1341.2,1217.6,1076.5,1023.5,1211.8
West Garfield Park,26,17000,Arson,10,18,22,15,13,9,5,0,5,27,9,-50,-50,0,-44,58.8,105.9,129.4,88.2,76.5,52.9,29.4,29.4,52.9
West Garfield Park,26,17000,Burglary,112,106,69,77,62,71,78,3,77,211,70.3,-30.4,-31.2,-1.3,10,658.8,623.5,405.9,452.9,364.7,417.6,458.8,452.9,413.5
West Garfield Park,26,17000,Criminal Sexual Abuse,16,12,8,17,12,12,10,0,10,34,11.3,-37.5,-37.5,0,-12,94.1,70.6,47.1,100,70.6,70.6,58.8,58.8,66.5
West Garfield Park,26,17000,Criminal Sexual Assault,41,36,30,29,23,24,35,1,34,82,27.3,-14.6,-17.1,-2.9,25,241.2,211.8,176.5,170.6,135.3,141.2,205.9,200,160.6
West Garfield Park,26,17000,Disorderly Conduct,135,52,20,27,24,26,36,3,35,86,28.7,-73.3,-74.1,-2.8,22,794.1,305.9,117.6,158.8,141.2,152.9,211.8,205.9,168.8
West Garfield Park,26,17000,Drug Abuse,1497,769,715,437,419,485,423,41,419,1327,442.3,-71.7,-72,-0.9,-5,8805.9,4523.5,4205.9,2570.6,2464.7,2852.9,2488.2,2464.7,2601.8
West Garfield Park,26,17000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Garfield Park,26,17000,Forgery & Counterfeiting,14,7,7,11,10,13,7,1,7,30,10,-50,-50,0,-30,82.4,41.2,41.2,64.7,58.8,76.5,41.2,41.2,58.8
West Garfield Park,26,17000,Fraud,221,156,133,112,140,94,96,5,93,330,110,-56.6,-57.9,-3.1,-15,1300,917.6,782.4,658.8,823.5,552.9,564.7,547.1,647.1
West Garfield Park,26,17000,Gambling,17,2,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,100,11.8,0,0,0,0,0,0,0
West Garfield Park,26,17000,Human Trafficking,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.9,0,0,0,0,0,0,0,0
West Garfield Park,26,17000,Involuntary Manslaughter,1,0,0,0,1,0,0,0,0,1,0.3,-100,-100,NA,-100,5.9,0,0,0,5.9,0,0,0,1.8
West Garfield Park,26,17000,Liquor License,3,0,5,4,1,3,0,0,0,4,1.3,-100,-100,NA,-100,17.6,0,29.4,23.5,5.9,17.6,0,0,7.6
West Garfield Park,26,17000,Misc Non-Index Offense,642,421,309,312,340,335,255,18,247,930,310,-60.3,-61.5,-3.1,-20,3776.5,2476.5,1817.6,1835.3,2000,1970.6,1500,1452.9,1823.5
West Garfield Park,26,17000,Motor Vehicle Theft,188,229,194,338,363,269,204,23,204,836,278.7,8.5,8.5,0,-27,1105.9,1347.1,1141.2,1988.2,2135.3,1582.4,1200,1200,1639.4
West Garfield Park,26,17000,Murder,23,39,38,28,29,17,14,2,15,60,20,-39.1,-34.8,7.1,-25,135.3,229.4,223.5,164.7,170.6,100,82.4,88.2,117.6
West Garfield Park,26,17000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Garfield Park,26,17000,Offenses Against Family,23,11,19,12,10,9,14,2,13,33,11,-39.1,-43.5,-7.1,18,135.3,64.7,111.8,70.6,58.8,52.9,82.4,76.5,64.7
West Garfield Park,26,17000,Prostitution,250,114,42,108,52,53,12,1,11,117,39,-95.2,-95.6,-8.3,-72,1470.6,670.6,247.1,635.3,305.9,311.8,70.6,64.7,229.4
West Garfield Park,26,17000,Robbery,256,313,207,226,234,178,149,9,144,561,187,-41.8,-43.8,-3.4,-23,1505.9,1841.2,1217.6,1329.4,1376.5,1047.1,876.5,847.1,1100
West Garfield Park,26,17000,Simple Assault,225,221,217,208,245,248,216,11,212,709,236.3,-4,-5.8,-1.9,-10,1323.5,1300,1276.5,1223.5,1441.2,1458.8,1270.6,1247.1,1390
West Garfield Park,26,17000,Simple Battery,889,700,579,549,623,606,593,42,594,1822,607.3,-33.3,-33.2,0.2,-2,5229.4,4117.6,3405.9,3229.4,3664.7,3564.7,3488.2,3494.1,3572.4
West Garfield Park,26,17000,Stolen Property,1,0,0,4,1,4,2,0,2,7,2.3,100,100,0,-13,5.9,0,0,23.5,5.9,23.5,11.8,11.8,13.5
West Garfield Park,26,17000,Theft,455,345,267,292,265,225,245,11,237,735,245,-46.2,-47.9,-3.3,-3,2676.5,2029.4,1570.6,1717.6,1558.8,1323.5,1441.2,1394.1,1441.2
West Garfield Park,26,17000,Theft Over $500,133,130,124,132,162,116,105,8,109,383,127.7,-21.1,-18,3.8,-15,782.4,764.7,729.4,776.5,952.9,682.4,617.6,641.2,751.2
West Garfield Park,26,17000,Vandalism,421,494,493,417,395,418,345,30,342,1158,386,-18.1,-18.8,-0.9,-11,2476.5,2905.9,2900,2452.9,2323.5,2458.8,2029.4,2011.8,2270.6
West Garfield Park,26,17000,Weapons Violation,229,315,359,311,228,203,155,11,155,586,195.3,-32.3,-32.3,0,-21,1347.1,1852.9,2111.8,1829.4,1341.2,1194.1,911.8,911.8,1148.8
East Garfield Park,27,20000,Aggravated Assault,115,107,134,144,165,135,146,8,148,446,148.7,27,28.7,1.4,-0,575,535,670,720,825,675,730,740,743.5
East Garfield Park,27,20000,Aggravated Battery,215,227,217,183,208,198,160,10,158,566,188.7,-25.6,-26.5,-1.2,-16,1075,1135,1085,915,1040,990,800,790,943.5
East Garfield Park,27,20000,Arson,7,10,8,9,6,6,2,1,3,14,4.7,-71.4,-57.1,50,-36,35,50,40,45,30,30,10,15,23.5
East Garfield Park,27,20000,Burglary,116,100,77,95,78,103,94,7,94,275,91.7,-19,-19,0,3,580,500,385,475,390,515,470,470,458.5
East Garfield Park,27,20000,Criminal Sexual Abuse,16,7,8,23,17,19,24,0,20,60,20,50,25,-16.7,0,80,35,40,115,85,95,120,100,100
East Garfield Park,27,20000,Criminal Sexual Assault,21,23,34,28,34,34,35,4,37,103,34.3,66.7,76.2,5.7,8,105,115,170,140,170,170,175,185,171.5
East Garfield Park,27,20000,Disorderly Conduct,64,32,19,18,25,32,20,2,21,77,25.7,-68.8,-67.2,5,-18,320,160,95,90,125,160,100,105,128.5
East Garfield Park,27,20000,Drug Abuse,599,403,345,184,211,182,503,13,461,896,298.7,-16,-23,-8.3,54,2995,2015,1725,920,1055,910,2515,2305,1493.5
East Garfield Park,27,20000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
East Garfield Park,27,20000,Forgery & Counterfeiting,15,12,5,17,7,10,20,1,18,37,12.3,33.3,20,-10,46,75,60,25,85,35,50,100,90,61.5
East Garfield Park,27,20000,Fraud,156,143,157,115,142,111,114,14,114,367,122.3,-26.9,-26.9,0,-7,780,715,785,575,710,555,570,570,611.5
East Garfield Park,27,20000,Gambling,5,4,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,25,20,0,5,0,0,0,0,0
East Garfield Park,27,20000,Human Trafficking,0,0,0,1,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,0,5,0,0,5,0,1.5
East Garfield Park,27,20000,Involuntary Manslaughter,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,10,0,0,0,0,0,0,0
